meeting_id,meeting_date,meeting_title,motion,result,yes_count,no_count
1092,2022-12-06,12/6/22 City Council,"Agendize the reopening of the conversation about diagonal parking downtown in Maine, Salem, and Broadway",passed,6,1
1092,2022-12-06,12/6/22 City Council,Agendize the discussion on community input and major streetscape projects,failed,0,0
1088,2022-11-15,11/15/22 City Council,Approval of the Consent Agenda,passed,7,0
1088,2022-11-15,11/15/22 City Council,"Resolution of the City Council of the City of Chico ordering formation of a maintenance assessment district and approving a declaration of conditions, covenants and restrictions relating to City of Chico maintenance assessment district A52 Hicks Lane subdivision.",passed,4,0
1088,2022-11-15,11/15/22 City Council,To agendize the request for staff to work on proposals for additional dock parks in the town.,passed,8,0
1088,2022-11-15,11/15/22 City Council,"To support the idea of promoting a shop local program, possibly using unallocated ARPA funds.",passed,6,1
1088,2022-11-15,11/15/22 City Council,"To have a presentation from Jesus Center on the operations of the Pallet Shelter, including management, issues faced, average residency duration, reasons for exiting, next steps for residents, and the number of people utilizing county-provided services.",passed,7,0
1086,2022-11-01,11/1/22 City Council,Approval of the consent agenda,passed,6,0
1086,2022-11-01,11/1/22 City Council,to approve the abandonment and vacation of right-of-way easement in the vicinity of 951 Walnut,passed,7,0
1086,2022-11-01,11/1/22 City Council,"Ordinance of the City Council of the City of Chico amending Title 16R of the Chico Municipal Code relating to the adoption by reference of the 2022 edition of the California Building Standards Code, including the 2022 editions of the California Building, Electrical, Mechanical, Plumbing, Residential, Energy, Green Building, and Fire codes and standards, as well as the adoption by reference of the 2021 International Property Maintenance Code and amending, adding, or repealing provisions in Title 16R of the Chico Municipal Code and the administration of the enforcement of the City's Building Division and Fire Department.",passed,6,0
1086,2022-11-01,11/1/22 City Council,require bells on bicycles,failed,0,0
1086,2022-11-01,11/1/22 City Council,"Approval of the appointment of Chelsea Phoebus as Director of Human Resources and Risk Management with an annual salary of $132,080",passed,6,0
1086,2022-11-01,11/1/22 City Council,"To approve the appointment of Dale Fletcher as the Deputy Director Community Development Building Official with an annual salary of $140,000.",passed,6,0
1086,2022-11-01,11/1/22 City Council,to approve the finalized draft International Association of Firefighters MOU,passed,2,1
1086,2022-11-01,11/1/22 City Council,monthly financial reporting,unknown,0,0
1083,2022-10-18,10/18/22 City Council,Ordering the abandonment and vacation of public utility easements in the vicinity of the Bar Triangle,passed,7,0
1083,2022-10-18,10/18/22 City Council,Ratification of the Memorandum of Understanding to Chief of Management Employees,passed,5,0
1083,2022-10-18,10/18/22 City Council,Regarding airport service and renaming,passed,7,0
1081,2022-10-04,10/4/22 City Council,To approve all matters listed on the consent agenda,passed,7,0
1081,2022-10-04,10/4/22 City Council,Unspecified motion (as the specific motion is not detailed in the provided segment),passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,Approve all matters listed on the consent agenda,passed,6,0
1080,2022-09-20,9/20/22 City Council Meeting,Carry the motion (likely related to a previous discussion or agenda item),passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,Approval of the budget policy amendment regarding POST training reimbursements.,passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,fire apparatus sole source purchasing authority,passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,"Approval to use general fund savings to fund the budget shortfall of $831,449 for the fiscal year 2022-2023 apparatus purchase requirements.",Passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,ratification memorandum of understanding Chico Police Management Employees,passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,Approval to agendize the presentation by Butte County Local Food Network,passed,7,0
1080,2022-09-20,9/20/22 City Council Meeting,Unspecified motion prior to Item 5.5,passed,6,1
1080,2022-09-20,9/20/22 City Council Meeting,"Agendize a discussion about the letter from Pamela Springs United and the issue it addresses, including staff updates, city intervention possibilities, and policy solutions like right of first refusal for future instances.",Failed,0,0
1080,2022-09-20,9/20/22 City Council Meeting,Agendize a further discussion by the council at the next meeting regarding the renaming of the airport and billing it as a more regional operation to aid in procuring flights.,Passed,4,2
1080,2022-09-20,9/20/22 City Council Meeting,Adjournment,passed,5,2
1079,2022-09-06,9/6/22 Council Meeting,To take up an item that came up after the posting of the agenda in closed session,passed,6,0
1079,2022-09-06,9/6/22 Council Meeting,Approval of the consent agenda item 2.2,passed,4,0
1079,2022-09-06,9/6/22 Council Meeting,"Denial of the use permit for a four-story, 112-room hotel on a vacant four-acre site located northeast of the intersection of State Route 32 and Bruce Road.",passed,3,2
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Approval of the minutes of the last meeting that you had in July.,passed,6,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Unspecified motion related to Mayor Coolidge's statement,passed,7,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Open a public hearing to hear pros and cons associated with the downtown Chico PBID renewal and then proceed with the tabulation of the ballots.,"Not explicitly mentioned, but implied to proceed with the tabulation",0,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Approval of the housing element update for the period 2022 to 2030,Passed,6,1
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Adoption of the resolution which accepts the management district plan and authorizes the city manager to enter into the agreement between the city of Chico and the downtown Chico P-Bed group.,passed,7,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Approval of the formation of a maintenance assessment district for Wasney Estates subdivision,passed,4,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Unspecified motion prior to moving to the regular agenda,passed,7,0
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),to send the request for city options with a settlement agreement to internal affairs,passed,5,1
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Unknown (context not provided in the segment),passed,6,1
1076,2022-08-02,8/2/22 City Council (Closed Session at 5:00 p.m.),Request a 15-minute presentation from the Butte County Local Food Network to outline some of the issues they've been working on and the results similar to what they provided to the Board of Supervisors.,passed,7,0
1075,2022-07-21,7/21/22 Planning Commission,"Approval of the minutes of June 16, 2022",passed,5,0
1074,2022-07-05,7/5/22 City Council,Consent agenda items,passed,6,0
1074,2022-07-05,7/5/22 City Council,To table item 5.6 (city options within settlement agreement) to a future meeting,Passed by consensus,0,0
1074,2022-07-05,7/5/22 City Council,To confirm the appointment of Mark Sorenson as city manager with the specified employment agreement,Not yet voted on,0,0
1074,2022-07-05,7/5/22 City Council,"Confirmation of the appointment of Skylar Lipsky as the deputy director of public works operations and maintenance with an annual salary of $100,000.",passed,6,0
1074,2022-07-05,7/5/22 City Council,"Confirmation of the appointment of Joshua Marquis as the deputy director of information systems with an annual salary of $130,000.",passed,6,0
1074,2022-07-05,7/5/22 City Council,Bringing forward the discussion regarding establishing a community fund to assist with the costs associated with providing services to the homeless.,passed,0,0
1071,2022-06-21,6/21/22 City Council Minutes,"Approval of the consent agenda, including the loan to Jamboree Housing Corporation up to $1,634,975.",passed,7,0
1071,2022-06-21,6/21/22 City Council Minutes,Unspecified motion related to the business from the floor segment,passed,7,0
1071,2022-06-21,6/21/22 City Council Minutes,Approve the formation of Community Maintenance District A39 for Marigold Heights Subdivision,passed,5,0
1071,2022-06-21,6/21/22 City Council Minutes,resolution amending the city's fee schedule,passed,7,0
1071,2022-06-21,6/21/22 City Council Minutes,City staff to work with the CBA and come up with a proposal on how to rectify the lack of trash cans in the downtown area.,passed,6,1
1071,2022-06-21,6/21/22 City Council Minutes,"To approve the quality of life ballot measure proposed by Vice Mayor Reynolds, which aims to enhance the quality of life for all citizens in Chico by focusing on safety, cleanliness, beauty, and economic vitality, and requiring the city to use all legal means to enforce existing laws and create new ones to address public nuisances.",Not specified in the segment,0,0
1071,2022-06-21,6/21/22 City Council Minutes,Unknown (as the specific motion is not mentioned in the segment),passed,6,1
1068,2022-06-02,6/2/22 Planning Commission,Approval of the minutes,passed,6,0
1067,2022-05-19,5/19/22 Planning Commission,Approval of the minutes from April 7th,passed,6,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,"Adopt the 22-23 proposed budget for the city, as well as the successor agency to the Chico Redeveloped Nations.",passed,6,1
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,Approval of the consent agenda,passed,3,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,Unspecified motion (context not provided in the segment),passed,7,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,to both receive the classification study recommendations and approve budget dependencies (B1 and B3),passed,7,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,"Not explicitly stated in the segment, but it seems to be a vote on an item before Item 5.2.",passed,7,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,To agendize a future meeting item related to charitable giving for homeless services.,passed,7,0
1066,2022-05-17,5/17/22 City Council Meeting - 1 p.m. Budget Study Session,To agendize a future meeting item to discuss placing a voter initiative on the November ballot regarding quality of life elements.,passed,6,1
1065,2022-05-03,5/3/22 City Council Meeting,approve the consent agenda,passed,6,0
1065,2022-05-03,5/3/22 City Council Meeting,Approve the formation of the maintenance assessment district A-50 for the Tower Vista Subdivision.,passed,5,0
1065,2022-05-03,5/3/22 City Council Meeting,"Resolution declaring weeds, rubbish, refuse, and debris to be a public nuisance, ordering abatement and removal, setting a deadline for abatement, and providing assessment of the cost of abatement.",passed,7,0
1065,2022-05-03,5/3/22 City Council Meeting,Send the fee schedule amendment resolution to internal affairs,failed,0,1
1065,2022-05-03,5/3/22 City Council Meeting,To amend the City Clerk Employment Agreement to adjust the salary level commensurate with other department directors and to authorize the Mayor to sign the amended agreement for Ms. Presson serving as the City Clerk and elections official.,Passed,0,0
1065,2022-05-03,5/3/22 City Council Meeting,"Confirm the appointment of Barbara Martin as the Interim Administrative Services Director with an annual salary of $146,000 and a $400-a-month vehicle allowance.",passed,7,0
1065,2022-05-03,5/3/22 City Council Meeting,"Agendize a discussion about garbage cans or receptacles in the downtown area, including their condition, equitable distribution, and potential partnership with DCPA for a study and replacement.",passed,7,0
1061,2022-04-05,4/5/22 City Council Meeting,To table item 7.9 (conference with a labor negotiator) to a future agenda,passed,0,0
1061,2022-04-05,4/5/22 City Council Meeting,approve all matters listed on the consent agenda,passed,6,0
1061,2022-04-05,4/5/22 City Council Meeting,Unspecified motion prior to Item 3,passed,7,0
1061,2022-04-05,4/5/22 City Council Meeting,"Chico's decision to deny a submittal of a letter with attachments dated July 26, 2021, in favor of TMG Chico.",passed,4,3
1061,2022-04-05,4/5/22 City Council Meeting,"Approval of Chico 580 LLC's appeal regarding business operations storefront hours, startup budget, and neighborhood compatibility and community benefits and investments plan.",Not explicitly mentioned in the segment,4,2
1061,2022-04-05,4/5/22 City Council Meeting,Not specified in the segment,passed,6,1
1061,2022-04-05,4/5/22 City Council Meeting,To set aside the AP and P -1010 so the mayor can sign a letter of support to the director of Butte County Behavioral Health for the REST program.,passed,7,0
1061,2022-04-05,4/5/22 City Council Meeting,To approve the mayor to sign the letter on behalf of the council in support of the county's REST program.,passed,7,0
1059,2022-03-15,3/15/22 City Council Meeting,to advance a regional approach to their sewer project and start performing and investigating a full environmental project,passed,5,0
1059,2022-03-15,3/15/22 City Council Meeting,to pass a regional impact report relating to a potential connection to the City of Chico,passed,5,0
1059,2022-03-15,3/15/22 City Council Meeting,to execute a cooperative funding agreement (CFA) to facilitate work and grant funding payments related to the City's ability and needs to accept a connection from the Town of Paradise,passed,5,0
1059,2022-03-15,3/15/22 City Council Meeting,Unspecified motion (as no specific motion is mentioned in the provided segment),Passed,6,1
1059,2022-03-15,3/15/22 City Council Meeting,to approve the island annexation agreement between the City of Chico and Butte County,passed,3,0
1052,2022-03-01,3/1/22 City Council Meeting,To approve all matters listed under the consent agenda,passed,7,0
1052,2022-03-01,3/1/22 City Council Meeting,authorization to sign a letter of support for AB 2020,passed,7,0
1052,2022-03-01,3/1/22 City Council Meeting,To reconsider the prior vote on specific planning areas from November 2020.,passed,6,1
1052,2022-03-01,3/1/22 City Council Meeting,To bring back the discussion and reconsideration of the specific planning areas.,passed,7,0
1052,2022-03-01,3/1/22 City Council Meeting,Approval of the second item of the agenda under Reports and Communications,passed,6,1
1054,2022-01-18,1/18/22 City Council Meeting,to authorize the city manager and city attorney to enter into a settlement agreement with the plaintiffs in Warren v. Chico,passed,7,0
1054,2022-01-18,1/18/22 City Council Meeting,approval of the consent agenda,passed,7,0
1053,2022-01-04,1/4/22 City Council Meeting,"To approve the consent agenda, which includes routine matters listed on the consent agenda.",passed,7,0
1029,2021-12-21,12/21/21 City Council Meeting,Approval of the consent agenda,passed,7,0
1027,2021-12-07,12/7/21 City Council Meeting,"To hear the item as item 5.5, which is a supplemental appropriation budget modification number 2022 CM002, and to determine that there is an immediate need to take action and that the need arose after the posting of the agenda.",passed,7,0
1027,2021-12-07,12/7/21 City Council Meeting,"Approval of the consent agenda, excluding item 2.2",Not explicitly mentioned in the segment,0,0
1027,2021-12-07,12/7/21 City Council Meeting,"to approve the budget modifications, including substituting the police sergeant position for a police officer position within the Chico Police Department",passed,7,0
1027,2021-12-07,12/7/21 City Council Meeting,An unspecified motion that resulted in a vote.,passed,7,0
1027,2021-12-07,12/7/21 City Council Meeting,To confirm the individual appointments as made by other council members,passed,7,0
1027,2021-12-07,12/7/21 City Council Meeting,To appoint Kirk Mumford to fill the fifth position vacancy,passed,4,0
1027,2021-12-07,12/7/21 City Council Meeting,"Confirmation of Leanne Sutton as the public works director of engineering with an annual salary of $168,000.",Not mentioned,0,0
1027,2021-12-07,12/7/21 City Council Meeting,"approve the request to modify budget appropriations or authorizations to accommodate the nine hundred thousand dollars necessary to support the intergovernmental project using federal funding, specifically American Rescue Plan Funds (ARP funds)",passed,5,0
1027,2021-12-07,12/7/21 City Council Meeting,Approval of the fiscal year 2021 supplemental appropriation budget modification number 2022CN-002,passed,7,0
1026,2021-12-02,12/2/21 Planning Commission,Approve the consent agenda,passed,7,0
1025,2021-11-18,11/18/21 Planning Commission,"Approval of the Consent Agenda, including the minutes of the regular meeting of November 4th",passed,7,0
1013,2021-11-04,11/4/21 Planning Commission,Approve the consent agenda,passed,5,0
1012,2021-11-02,11/2/21 City Council Meeting,"Consent agenda items, including the application for Winchester by Rob Brasner",passed,6,0
1012,2021-11-02,11/2/21 City Council Meeting,To agendize a presentation by Kennelly from the director of Butte County Behavioral Health and to consider a combined effort with the county and legislators for direct care through conservancy or similar processes.,passed,6,0
1012,2021-11-02,11/2/21 City Council Meeting,"To revisit and discuss deliveries, testing, manufacturing, and distribution related to Spenceries, including manufacturer protection.",passed,3,0
1010,2021-10-19,10/19/21 City Council Meeting,"Correction of the September 7, 2021 meeting minutes regarding Council Member Morgan's request, item 6.2, and item 2.1.",passed,7,0
1010,2021-10-19,10/19/21 City Council Meeting,Approval of a letter of officials requesting mental health and drug treatment support,Not explicitly mentioned in the segment,0,0
1008,2021-10-05,10/5/21 City Council Meeting,"approve a resolution of the City Council of the City of Chico initiating proceedings to annex property now located in the unincorporated territory of the county of Butte to the incorporated territory of the City of Chico, Glenwood Avenue.",passed,0,0
1008,2021-10-05,10/5/21 City Council Meeting,"To waive the fee of $41,545 for the Everhart village fee waiver request.",Passed,3,0
1004,2021-09-07,9/7/21 City Council Meeting,Unspecified motion (as the specific motion is not detailed in the provided segment),passed,7,0
1004,2021-09-07,9/7/21 City Council Meeting,Amendment to the City of Chico budget appendix regarding park ranger salaries and training.,Failed,0,1
1004,2021-09-07,9/7/21 City Council Meeting,CMD A45 for the Amberlynn Estates subdivision,passed,5,0
1004,2021-09-07,9/7/21 City Council Meeting,"Approve the hearing, ordering, formation of maintenance assessment district A46 for the Boger subdivision located on Morseman Avenue.",passed,6,0
1004,2021-09-07,9/7/21 City Council Meeting,Approval of a motion related to the American Rescue Plan Youth Program funding,passed,7,0
1004,2021-09-07,9/7/21 City Council Meeting,Unspecified motion (likely related to the policy on citizens serving on only one board at a time),Not specified in the segment,0,0
1004,2021-09-07,9/7/21 City Council Meeting,Previous motion (not detailed in the provided segment),passed,6,1
1004,2021-09-07,9/7/21 City Council Meeting,Unspecified (context not provided in the segment),passed,7,0
1003,2021-09-02,9/2/21 Planning Commission,Approve the consent agenda,passed,6,0
996,2021-08-03,8/3/21 City Council Meeting,Resolution of the City Council of the City of Chico ordering the formation of maintenance assessment district A44 and approving a declaration of maintenance district A44.,passed,0,0
996,2021-08-03,8/3/21 City Council Meeting,to reorganize the agenda so the council can adjourn to closed session for one item,passed,6,1
996,2021-08-03,8/3/21 City Council Meeting,Unspecified motion prior to item 5.3,passed,6,1
996,2021-08-03,8/3/21 City Council Meeting,"Nomination of two people, Councilmember Brown as a voting delegate and Skipper as a staff member, to attend the League of California Cities meeting.",Passed (implied by the context as there was no opposition and the nominations were accepted),0,0
996,2021-08-03,8/3/21 City Council Meeting,Agendaizing an item requested by Councilmember Morgan,passed,7,0
984,2021-07-20,7/20/21 City Council Meeting,to fill the vacancies using the appointment process as outlined in AP&P 1044,passed,4,1
982,2021-07-15,7/15/21 Planning Commission,Select Tony Scott as the chair of the planning commission,passed,6,0
982,2021-07-15,7/15/21 Planning Commission,Select Rich Hooper as the vice chair of the planning commission,passed,6,0
982,2021-07-15,7/15/21 Planning Commission,Select the nominator as the alternate liaison for ARHPB,passed,6,0
982,2021-07-15,7/15/21 Planning Commission,"approve the minutes from June 17, 2021",passed,1,0
982,2021-07-15,7/15/21 Planning Commission,The motion that was carried with a 6-0 vote and one absent member.,passed,6,0
981,2021-07-06,7/6/21 City Council Meeting,Approval of the consent agenda,passed,5,0
981,2021-07-06,7/6/21 City Council Meeting,To introduce Ordinance Number 2534 to correct the zoning map Exhibit 1 for the property identified as Assessor's Parcel Number 002180200 by reading of title only.,passed,3,0
981,2021-07-06,7/6/21 City Council Meeting,Declaration of Council Vacancy for the seats of former Council Member Huber and Council Member Denley due to their recent resignations.,passed,5,0
981,2021-07-06,7/6/21 City Council Meeting,To invite Mr. Webster to make a presentation on the Hope Street Coalition and its solutions for homelessness.,passed,5,0
978,2021-06-15,6/15/21 City Council Meeting,Approve the consent agenda,passed,6,0
978,2021-06-15,6/15/21 City Council Meeting,To approve or adopt the resolution and create the maintenance district A43.,passed,6,0
978,2021-06-15,6/15/21 City Council Meeting,"Approval of the appointment of Mr. Brendan Veague to the community development director position with an annual salary of $149,826.",passed,5,0
978,2021-06-15,6/15/21 City Council Meeting,"Approval of the City Charter and confirmation of the appointment of Mr. Sean Huff to the Deputy Director, Community Development Building Official position with an annual salary of $126,000.",passed,4,0
978,2021-06-15,6/15/21 City Council Meeting,Unspecified motion (likely related to the Community Travel Bank or revenue guarantee fund),passed,6,0
977,2021-06-08,6/8/21 Special City Council Meeting,approve a resolution of the City Council of the City of Chico to approve the receipt of cannabis tax grant relief,Not explicitly mentioned in the segment,0,0
973,2021-05-18,5/18/21 City Council Meeting,"Confirmation of amendment to council committee assignments and overviews of the committees, including the Butte County Homeless Continuum of Care, Butte Choice Energy Authority, and VINA GSA.",Not explicitly mentioned in the segment,0,0
973,2021-05-18,5/18/21 City Council Meeting,Approval of the supplemental budget appropriation and amending section 2R-0450,passed,5,0
973,2021-05-18,5/18/21 City Council Meeting,Unspecified motion (context not provided in the segment),passed,6,0
973,2021-05-18,5/18/21 City Council Meeting,"Adoption of the resolution declaring weeds, rubbish, refuse, and debris to be a public nuisance, ordering abatement and removal, and setting a deadline for abatement and providing assessment of the cost of abatement.",passed,3,0
973,2021-05-18,5/18/21 City Council Meeting,"to approve the 2021-2022 annual action plan for the use of Federal Community Development Block Grant, CTGB, CDBG, and Home Investment Partnership grant, Home Funds, and authorize its submittal to HUD",passed,7,1
973,2021-05-18,5/18/21 City Council Meeting,Amendment to the False Fire Alarm Ordinance (Code 5.41),passed,6,1
973,2021-05-18,5/18/21 City Council Meeting,to rescind the Shelter Crisis Declaration that was put in place in fall of 2018,passed,5,2
973,2021-05-18,5/18/21 City Council Meeting,"To direct staff to review current zoning requirements, permitting processes for services within the city, including the current status of services in the city, and to agendize this for internal affairs.",passed,5,2
973,2021-05-18,5/18/21 City Council Meeting,Unspecified motion (as the content of the motion is not explicitly stated in the segment provided),passed,5,2
973,2021-05-18,5/18/21 City Council Meeting,Authorize staff to retain a consultant to help manage and guide the redistricting process,passed,7,0
973,2021-05-18,5/18/21 City Council Meeting,To table item C (City of Chico strategic visioning and planning),passed,6,1
973,2021-05-18,5/18/21 City Council Meeting,Request for reconsideration of Councilmember Brown's vote on the introduction of a document at the earliest possible council meeting.,failed,3,2
973,2021-05-18,5/18/21 City Council Meeting,Unspecified motion (context suggests it might be related to a closed session or a procedural matter),passed,4,3
972,2021-05-04,5/4/21 City Council Meeting,"Proclamation for National Small Business Week from May 2nd to May 8th, 2021",Passed,0,0
972,2021-05-04,5/4/21 City Council Meeting,To approve the amendment of the City Clerk Employment Agreement and Job Description to include a vehicle allowance of $400 a month and to confirm the job description changes.,passed,5,1
972,2021-05-04,5/4/21 City Council Meeting,To agendize a future meeting item for districting and putting out an RFP for a company to run the districting process.,passed,7,0
972,2021-05-04,5/4/21 City Council Meeting,To have a discussion about the Community Travel Bank for the Municipal Airport for acquiring flight service.,passed,3,0
972,2021-05-04,5/4/21 City Council Meeting,Unspecified motion (as the specific motion is not mentioned in the segment),passed,7,0
964,2021-04-20,4/20/21 City Council Meeting,Update the city clerk's job description,passed,7,0
964,2021-04-20,4/20/21 City Council Meeting,Amend the city clerk's contract to add a fringe benefit,passed,7,0
964,2021-04-20,4/20/21 City Council Meeting,Motion to adjourn the meeting and reschedule it as a complete virtual Zoom meeting due to people unwilling to adhere to council rules.,passed,5,2
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,To approve the consent agenda items 2.1 and 2.3.,passed,7,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,Approval of DBA's Argus Monster Crate's request for a Type 21 license for alcohol delivery service,passed,2,1
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,To approve item 2.5 with directing staff to look into the item and bring it back to Council at a later date.,passed,6,1
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,"Approval of the employment agreement and appointment of Ms. Jennifer McCarthy as Deputy City Manager with an annual salary of $163,000.00.",passed,7,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,Resolution authorizing the city to begin judicial validation and other matters related to the issuance of pension obligation bonds as an option to restructure existing pension debt.,Not explicitly mentioned in the segment,0,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,"Resolution of the City Council of the City of Chico declaring public nuisance and setting time for a hearing on objections to be heard to abatement and assessment of costs related to the abatement of weeds, rubbish, refuse, and or debris.",passed,6,1
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,Approval to proceed with the affirmation of support for the federal program funding letters of support.,passed,7,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,To approve the request for a presentation by the Butte County continuum of care to further explore the homeless issue and educate the public.,passed,7,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,"sun shining of negotiation proposals, IAFF",unknown,0,0
967,2021-04-20,4/20/21 City Council Meeting Adjourned to 4/26/21,"Agendize a future meeting to discuss and act on the expedited identification of a sanctioned campground location, including direction to City staff to make the needed arrangements to implement a plan, reevaluate previously considered locations, and provide adequate waste disposal facilities at current encampments until a sanctioned location is approved.",Not explicitly mentioned in the segment,0,0
952,2021-04-06,4/6/21 City Council Meeting,Approval of the consent agenda,Passed,0,0
952,2021-04-06,4/6/21 City Council Meeting,Resolution of the City Council of the City of Chico approving the dissolution of the Turning Point Commons Limited Equity Housing Cooperative and making certain findings as required by Civil Code Section 817.2.,passed,7,0
952,2021-04-06,4/6/21 City Council Meeting,"Adopt the resolution of the City Council of the City of Chico ordering formation of a maintenance assessment district and approving a declaration of conditions, covenants, and restrictions relating thereto. City of Chico Maintenance Assessment District Number A30 Tatro Parcel Map 17-02.",passed,6,0
952,2021-04-06,4/6/21 City Council Meeting,To introduce the ordinance to amend Title 19 of the Chico Municipal Code to exempt governmental signs in Chapter 19.74.,passed,7,0
952,2021-04-06,4/6/21 City Council Meeting,To adopt an ordinance authorizing an amendment to the contract between the City Council of the City of Chico and the Board of Administration of the California Public Employees Retirement System by reading of title only.,passed,2,0
952,2021-04-06,4/6/21 City Council Meeting,Carrying forward the discussion of a card room in the downtown from former Council Member Ori.,Passed,7,0
952,2021-04-06,4/6/21 City Council Meeting,Council Member Tandon's motion (details not fully provided in the segment),passed,7,0
952,2021-04-06,4/6/21 City Council Meeting,"Not explicitly stated in the segment, but it appears to be a procedural vote or approval of a previous item or agenda.",passed,7,0
952,2021-04-06,4/6/21 City Council Meeting,"To look at how the proposal for allowing public attendance at future meetings is packaged, whether it would work in the City Council chambers, and bring it back to the council for further discussion.",Passed,0,0
952,2021-04-06,4/6/21 City Council Meeting,Friendly amendment to the original motion to include temperature checking other communities in the area about what they're doing regarding public attendance at meetings.,Passed,0,0
952,2021-04-06,4/6/21 City Council Meeting,Amendment to move at least to in-person testimony at the next meeting regardless of other considerations.,Passed,0,0
952,2021-04-06,4/6/21 City Council Meeting,To waive the rules and discuss the request to send a letter in support of AB 36 design bill contracting for the Town of Paradise.,passed,5,2
952,2021-04-06,4/6/21 City Council Meeting,To take a letter of support for AB 36 design bill contracting for the Town of Paradise.,passed,5,2
952,2021-04-06,4/6/21 City Council Meeting,"To agendize the request to look into the disproportionate concentration of services in District 7, as well as looking at the overall city concentration of services.",passed,6,1
947,2021-03-18,3/18/21 Planning Commission,"Approval of the minutes from March 4, 2021",Passed,3,0
946,2021-03-16,3/16/21 City Council Meeting,Consent agenda with the amendment of removing item 2.4,Passed (assumed from the context),0,0
946,2021-03-16,3/16/21 City Council Meeting,Item 2.6,failed,3,4
946,2021-03-16,3/16/21 City Council Meeting,Pass item 2.6,failed,0,6
946,2021-03-16,3/16/21 City Council Meeting,"to send this item to staff for review and at a later date bring it back to council, possibly with different names involved",failed,3,4
946,2021-03-16,3/16/21 City Council Meeting,"Carry the previous item (not explicitly stated, but implied by the vote count)",passed,6,1
946,2021-03-16,3/16/21 City Council Meeting,Send the item to Internal Affairs for review,Not specified (the vote result is not mentioned in the segment),0,0
946,2021-03-16,3/16/21 City Council Meeting,Send Vice Mayor Reynolds' request to discuss code enforcement policies to Internal Affairs for review and further discussion.,passed,7,0
946,2021-03-16,3/16/21 City Council Meeting,"To confirm the appointment of the four individuals for the Arts Commission, Bidwell Park and Playground Commission, and Planning Commission as noted earlier.",passed,6,0
946,2021-03-16,3/16/21 City Council Meeting,To accept the person that has four nominations already for the fifth position on the Bidwell Park and Playground Commission with a remaining term of two years.,passed,7,0
946,2021-03-16,3/16/21 City Council Meeting,Ratification of certification of public safety management employees as the Chico police management employees via resolution.,passed,7,0
946,2021-03-16,3/16/21 City Council Meeting,"amendment of Local 39, Stationary Engineers Calipers Contribution",passed,7,0
946,2021-03-16,3/16/21 City Council Meeting,Acceptance of the report on additional shelter beds,passed,7,0
946,2021-03-16,3/16/21 City Council Meeting,To waive the rules and act immediately on the request to discuss filing opposition to DPH 18 015.,passed,5,2
946,2021-03-16,3/16/21 City Council Meeting,authorize the mayor to sign for the city of Chico for this letter opposing the state's interpretation of HR 133 and advocating for all water providers to receive reimbursement,passed,7,0
943,2021-02-16,"2/16/21 City Council Meeting - Continued to March 2, 2020",Approval of all matters listed under the consent agenda,passed,6,0
943,2021-02-16,"2/16/21 City Council Meeting - Continued to March 2, 2020",Unspecified motion (context not provided in the segment),passed,7,0
943,2021-02-16,"2/16/21 City Council Meeting - Continued to March 2, 2020","To approve the formation of the Maintenance Assessment District A42, Merriam Park North.",passed,7,0
